,logreg_categoria,news_url_absolute
15775,reputacion,https://www.efe.com/efe/espana/sociedad/defender-el-territorio-en-latinoamerica-significa-la-carcel-o-desaparecer/10004-4859367
21663,reputacion,https://www.efe.com/efe/america/mundo/pelosi-se-marcha-de-malasia-mientras-sube-la-tension-por-posible-viaje-a-taiwan/20000012-4860638
21671,reputacion,http://www.efe.com/efe/espana/economia/el-consejo-de-ministros-aprueba-hoy-la-reforma-del-regimen-autonomos/10003-4857017?utm_source=wwwefecom&utm_medium=rss&utm_campaign=rss
21673,reputacion,http://www.efe.com/efe/espana/sociedad/ee-uu-ve-las-ejecuciones-en-birmania-como-una-afrenta-contra-la-democracia/10004-4856824
11075,reputacion,https://www.elcarrocolombiano.com/autos-del-mundo/toyota-gr86-rz-10th-anniversary-limited-una-serie-con-un-naranja-muy-exotico/
15066,reputacion,https://es-us.vida-estilo.yahoo.com/fichajes-bar%C3%A7a-so%C3%B1ar-t%C3%ADtulos-consigue-162017140.html
18559,reputacion,https://www.antena3.com/noticias/sociedad/incendios-hoy-ultima-hora-directo-ateca-zamora-zaragoza-cerebros-carreteras-cortadas_2022072062d7b260444e510001fc6738.html
18687,reputacion,https://www.telecinco.es/regalos/ofertas-hogar/20220813/hinchables-practicar-deporte-piscina_18_07221149.html
5941,regulaciones,https://www.archdaily.mx/mx/985436/casa-entre-arboles-akin-studio
13786,reputacion,https://www.uppers.es/cultura-y-entretenimiento/musica/20220726/como-se-mantiene-en-forma-mick-jagger-be5m_18_06925757.html
20087,reputacion,https://www.emol.com/noticias/Deportes/2022/08/11/1069634/universidad-de-chile-azul-azul.html
11266,reputacion,https://www.emol.com/noticias/Nacional/2022/08/13/1069798/huepe-cierre-ventanas-compromiso-descarbonizacion.html
17116,reputacion,https://www.emol.com/noticias/Nacional/2022/08/10/1069504/movimienosciudadanos-y-acuerdooficialista-plebiscito.html
11072,reputacion,https://fuelcarmagazine.com/noticias/el-mundo/el-bronco-heritage-edition-es-un-homenaje-al-4x4-clasico-de-ford/
14740,reputacion,https://www.emol.com/noticias/Nacional/2022/07/31/1068544/programacion-emoltv-semana-01-agosto.html
14746,reputacion,https://www.emol.com/noticias/Nacional/2022/07/24/1067874/programacion-semana-lunes-25-julio.html
5847,reputacion,https://www.ivoox.com/relatos-frente-al-espejo-71-los-suenos-de-audios-mp3_rf_89929346_1.html
17658,reputacion,https://digital.elmercurio.com/2022/07/24/A/CT45GRLR
12530,reputacion,https://rcc.com.py/videos/postura-de-fecoprod-a-la-agenda-globalista-y-la-politica-partidaria-ing-alfred-fast/
207,reputacion,https://www.eltiempo.com/economia/sectores/alza-de-tasas-de-la-fed-en-estados-unidos-y-el-impacto-en-colombia-686950
248,reputacion,https://www.eltiempo.com/politica/gobierno/gustavo-petro-se-reune-con-embajadores-de-latinoamerica-y-el-caribe-691003
429,reputacion,https://www.eltiempo.com/politica/gobierno/alianza-verde-los-cargos-que-les-dio-el-presidente-petro-693898
434,reputacion,https://www.eltiempo.com/bogota/refugiados-y-migrantes-acnur-y-personeria-renuevan-alianza-694265
969,reputacion,https://www.eltiempo.com/politica/gobierno/eln-colombia-anuncia-en-cuba-que-volvera-a-las-conversaciones-de-paz-694427
974,reputacion,https://www.eltiempo.com/mundo/eeuu-y-canada/donald-trump-fbi-busco-documentos-clasificados-sobre-armas-nucleares-694274
1356,reputacion,https://www.eltiempo.com/economia/finanzas-personales/estas-son-las-vacantes-de-trabajo-en-el-grupo-empresarial-argos-691550
2354,reputacion,https://www.eltiempo.com/colombia/otras-ciudades/exreina-de-belleza-fue-golpeada-y-quemada-viva-por-su-esposo-692138
2428,reputacion,https://www.eltiempo.com/economia/finanzas-personales/drummond-busca-periodistas-y-tecnicos-electricos-asi-puede-aplicar-691060
2633,reputacion,https://www.eltiempo.com/politica/gobierno/duque-asistio-a-acuerdo-entre-ecopetrol-y-toyota-para-pruebas-en-vehiculo-688199
3350,reputacion,https://www.eltiempo.com/politica/gobierno/empalme-gobierno-duque-detuvo-proyectos-tras-reuniones-con-petro-690083
4165,reputacion,https://www.eltiempo.com/mundo/europa/espana-hugo-pollo-carvajal-seguira-preso-hasta-conocerse-fallo-692353
4167,reputacion,https://www.eltiempo.com/colombia/cali/la-nueva-ruta-turistica-en-siloe-689736
4754,reputacion,https://www.eltiempo.com/politica/gobierno/nicolas-maduro-y-gustavo-petro-tendran-un-pronto-encuentro-693565
4968,reputacion,https://www.eltiempo.com/contenido-comercial/listos-bpo-cierra-alianza-con-vansa-para-ofrecer-cursos-de-formacion-692744
5046,reputacion,https://www.eltiempo.com/economia/sectores/resultados-empresariales-de-las-empresas-en-el-segundo-semestre-691770
5898,reputacion,https://www.eltiempo.com/colombia/cali/gustavo-petro-defiende-la-reforma-tributaria-e-impuesto-a-la-gaseosa-693935
6032,reputacion,https://www.eltiempo.com/colombia/cali/macabro-hallazgo-de-un-bebe-hallado-amarrado-de-pies-y-manos-en-buenaventura-688498
6183,reputacion,https://www.eltiempo.com/politica/gobierno/gustavo-petro-dice-que-benedetti-podria-ser-embajador-en-venezuela-691019
6328,reputacion,https://www.eltiempo.com/bogota/metro-de-bogota-a-lo-largo-de-la-historia-por-70-anos-693338
6333,reputacion,https://www.eltiempo.com/bogota/metro-de-bogota-minransportarte-dice-que-no-habra-cambios-694134
6410,reputacion,https://www.eltiempo.com/politica/gobierno/posesion-presidencial-2022-en-vivo-petro-asume-la-presidencia-de-colombia-692808
6667,reputacion,https://www.eltiempo.com/bogota/bogota-contara-con-la-presentacion-de-pueblo-indigena-kamentsa-este-viernes-690459
6870,reputacion,https://www.eltiempo.com/colombia/cali/cali-se-subio-al-podio-de-la-reactivacion-economica-y-el-turismo-692870
6890,reputacion,https://www.eltiempo.com/economia/empresas/declaran-nulo-contrato-entre-el-fondo-nacional-del-ahorro-y-disproyectos-691750
7061,reputacion,https://www.eltiempo.com/colombia/otras-ciudades/canal-del-dique-multas-millonarias-en-europa-a-la-firma-que-haria-obras-692889
7414,reputacion,https://www.eltiempo.com/economia/sector-financiero/estas-son-las-salidas-del-banco-de-la-republica-para-atajar-al-dolar-687472
7715,reputacion,https://www.eltiempo.com/contenido-comercial/llega-la-feria-laboral-contrata2-una-apuesta-por-la-empleabilidad-689696
10709,reputacion,https://www.eltiempo.com/economia/finanzas-personales/aplique-a-una-de-las-becas-para-obtener-un-empleo-formal-en-el-pais-691805
12343,reputacion,https://www.eltiempo.com/salud/tipos-de-humor-podrian-definir-personalidad-narcisista-694222
12474,reputacion,https://www.eltiempo.com/politica/gobierno/gustavo-petro-regresa-a-colombia-luego-de-sus-vacaciones-en-europa-687537
12770,reputacion,https://www.eltiempo.com/vida/medio-ambiente/deforestacion-columna-de-opinion-de-pablo-jaramillo-arango-687891
12771,reputacion,https://www.eltiempo.com/politica/congreso/david-racero-quien-es-el-proximo-presidente-de-la-camara-688526
16750,reputacion,https://www.eltiempo.com/vida/viajar/el-archipielago-de-san-andres-participara-en-la-vitrina-de-anato-691668
18271,reputacion,https://www.eltiempo.com/economia/sectores/seguridad-alimentaria-esfuerzos-mundiales-para-recuperar-el-equilibrio-688528
20219,reputacion,https://www.eltiempo.com/cultura/cine-y-tv/los-globos-de-oro-volveran-a-la-television-en-el-ano-2023-694015
20232,reputacion,https://www.eltiempo.com/economia/sectores/susana-correa-hace-balance-de-su-gestion-en-el-ministerio-de-vivienda-691998
20237,reputacion,https://www.eltiempo.com/politica/gobierno/gustavo-petro-y-el-metro-de-bogota-enrique-penalosa-aplaude-decision-694133
22385,reputacion,https://www.eltiempo.com/economia/sectores/que-tanto-se-han-recuperado-las-ventas-del-comercio-este-2022-687553
22464,reputacion,https://www.eltiempo.com/vida/viajar/gustavo-petro-reporte-de-la-comision-de-empalme-sobre-turismo-691600
22616,reputacion,https://www.eltiempo.com/contenido-comercial/consulta-medica-con-especialistas-en-envigado-689339
23186,reputacion,https://www.eltiempo.com/colombia/otras-ciudades/alerta-por-1-200-sismos-de-baja-intensidad-y-de-origen-volcanico-en-narino-691488
2466,reputacion,https://www.wradio.com.co/2022/07/29/loteria-de-bogota-resultados-del-28-de-julio-de-2022/
3064,reputacion,https://www.wradio.com.co/2022/07/18/duque-condecora-a-infantino-pese-a-que-dijo-no-al-mundial-femenino-en-colombia/
3347,reputacion,https://www.wradio.com.co/2022/07/26/en-2020-los-char-se-quedaron-con-millonario-contrato-para-medicamentos-del-ejercito/
3630,reputacion,https://www.wradio.com.co/2022/08/08/invias-adjudico-obras-de-proteccion-de-la-orilla-del-rio-magdalena-en-salamina/
4550,reputacion,https://caracol.com.co/emisora/2022/08/04/santa_marta/1659612086_665672.html
7193,reputacion,https://www.wradio.com.co/2022/07/19/cientifico-magdalenense-es-parte-del-descubrimiento-de-nuevo-genero-de-hormiga/
7496,reputacion,https://caracol.com.co/emisora/2022/08/06/bogota/1659796857_510034.html
14867,reputacion,https://caracol.com.co/emisora/2022/07/26/bogota/1658847961_026712.html
14870,reputacion,https://caracol.com.co/radio/2022/08/10/salud/1660163915_028421.html
15100,reputacion,https://caracol.com.co/programa/2022/08/12/6am_hoy_por_hoy/1660308066_202805.html
16349,reputacion,https://www.wradio.com.co/2022/08/05/cuales-son-los-10-mejores-destinos-para-viajar/
5811,reputacion,https://www.lagacetadesalamanca.es/deportes/futbol-local/el-salamanca-ya-no-mira-a-mexico-AO11795674
5815,reputacion,https://www.lagacetadesalamanca.es/deportes/historico-garcia-romo-roza-el-bronce-mundialista-en-los-1500-y-entra-en-el-top-3-espanol-de-todos-los-tiempos-KH11705078
5816,reputacion,https://www.lagacetadesalamanca.es/campo/asi-sera-el-tiempo-esta-semana-segun-las-cabanuelas-si-julio-llovedor-enero-nevador-BE11736236
5818,reputacion,https://www.lagacetadesalamanca.es/sucesos/herido-un-ciclista-tras-sufrir-una-caida-y-golpearse-en-la-cabeza-PG11718403
7987,reputacion,https://www.lagacetadesalamanca.es/sucesos/un-vecino-impide-la-propagacion-de-un-fuego-en-una-vivienda-de-la-calle-regato-del-anis-NA11771509
7988,reputacion,https://www.lagacetadesalamanca.es/sucesos/un-vecino-impide-la-propagacion-de-un-fuego-en-una-vivienda-de-la-calle-regato-del-anis-NA11771509
14365,reputacion,https://www.lagacetadesalamanca.es/deportes/futbol-local/el-delantero-alvarito-llega-al-salamanca-uds-procedente-del-guijuelo-MO11685797
22113,reputacion,https://cnnespanol.cnn.com/video/colombia-petroleo-mineria-transicion-energetica-petro-ani-de-la-quintana-entrevista-xavier-serbia-dinero-cnn/
8186,reputacion,https://globallegalchronicle.com/towerco-investments-acquisition-of-atis-group-s-a/
18022,reputacion,https://www.aviacionline.com/2022/07/from-build-to-beyond-parker-aerospace-and-dust-identity-launch-lockheed-martin-f-35-into-digital-space/
17366,reputacion,https://www.sweetpress.com/noticias/solido-avance-de-ferrero-en-sus-objetivos-en-materia-de-sostenibilidad
20467,reputacion,https://www.sweetpress.com/noticias/madinsa-estamos-homologados-como-agente-digitalizador
20466,reputacion,https://www.sweetpress.com/noticias/just-this-hemos-revolucionado-el-sector-del-queso-y-la-categoria-de-snacks
11311,reputacion,https://www.aviacionline.com/2022/07/virgin-galactic-announces-new-spaceship-manufacturing-facility-in-mesa-arizona/
11304,reputacion,https://www.aviacionline.com/2022/07/cirrus-aircraft-expands-duluth-paint-and-finish-facility-to-meet-growing-demand/
12849,reputacion,http://www.cibersur.com/cibersur/impe/ociodigital/022266/snapchat/presenta/primer/juego/realidad/aumentada/ghost/phone
11251,reputacion,https://www.aviacionline.com/2022/07/zephyrus-aviation-capital-marks-first-half-of-2022-with-strong-commercial-activity-and-continued-growth/
345,reputacion,https://mercadovial.tv/2022/07/22/alo-group-pone-su-vista-sobre-mexico/
16762,reputacion,https://mercadovial.tv/2022/08/08/exponor-2022-plataforma-genie-gs-2646-y-torre-de-iluminacion-lux-m11/
19544,reputacion,https://www.aviacionnews.com/2022/08/latam-colombia/
4391,reputacion,https://theglobalamericans.org/2022/08/frenemy-of-the-press-petro/
697,reputacion,https://www.telesurenglish.net/news/Former-FM-Felix-Plasencia-New-Venezuelan-Ambassador-to-Colombia-20220811-0019.html
911,reputacion,https://www.aviacionline.com/2022/08/alaska-airlines-launches-new-corporate-programme-to-promote-sustainable-fuels/
11323,reputacion,https://www.aviacionline.com/2022/08/alaska-airlines-to-make-its-largest-investment-in-saf-as-of-2026/
20465,reputacion,https://www.sweetpress.com/noticias/capvest-se-hace-con-la-compania-natra
1386,reputacion,https://www.aviacionline.com/2022/08/lufthansa-and-shell-team-up-to-promote-the-use-of-sustainable/
8146,reputacion,https://www.aviacionline.com/2022/07/farnborough-2022-alaska-air-group-ordered-8-additional-embraer-175s-with-option-for-13-more/
22288,reputacion,https://www.europapress.es/eseuropa/noticia-ue-espana-defiende-enorme-cordialidad-rey-petro-destaca-relaciones-colombia-20220810232627.html
20464,reputacion,https://www.sweetpress.com/noticias/espana-sin-riesgo-de-desabastecimiento-de-trigo
11309,reputacion,https://www.aviacionline.com/2022/07/condor-adds-a-fifth-destination-in-canada/
16027,reputacion,https://www.aviacionline.com/2022/08/dedrone-launches-dedroneportable-for-military-and-commercial-entities-around-the-world/
15187,reputacion,https://www.bloomberg.com/latam/blog/las-inversiones-mexicanas-necesitan-analizar-riesgos-de-sustentabilidad/
11328,reputacion,https://www.aviacionline.com/2022/08/breeze-airways-announces-rhode-island-t-f-green-international-airport-will-become-a-base-of-operations-for-the-airline-in-2023/
7942,reputacion,https://elamerican.com/woke-ideology-sas-2022-ben-carson/
10380,reputacion,https://www.sweetpress.com/noticias/lekkerland-extiende-su-gama-blackside
1287,reputacion,https://www.aviacionline.com/2022/08/colombian-authorities-to-analyze-market-impact-of-viva-avianca-expedited-merger-request/
9440,reputacion,https://www.aviacionline.com/2022/08/colombia-avianca-and-viva-request-to-integrate-under-company-in-crisis-process/
8288,reputacion,https://www.news9live.com/state/kerala/kerala-four-in-car-following-google-map-plunge-into-stream-rescued-miraculously-187678
2606,reputacion,https://www.notimerica.com/economia/noticia-chile-roman-blanco-nuevo-ceo-santander-chile-sustitucion-claudio-melandri-20220727233051.html
5197,reputacion,https://www.notimerica.com/politica/noticia-francia-bnp-paribas-eleva-13-beneficio-junio-20220729091642.html
5708,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-advent-international-cemex-asocian-acelerar-desarrollo-neoris-20220726161738.html
10630,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-puig-adquiere-participacion-mayoritaria-loto-sur-impulsara-expansion-internacional-20220727102350.html
10724,reputacion,https://infovaticana.com/blogs/specola/el-papa-francisco-en-ucrania-los-cuentos-de-las-cuentas-del-vaticano-el-secuestro-de-la-orlandi-versos-satanicos/
10786,reputacion,https://www.infosalus.com/actualidad/noticia-sanidad-privada-resalta-objetivos-propone-agenda-2030-no-son-moda-algo-estrategico-20220802135919.html
14064,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-acon-cierra-fondo-continuacion-700-millones-dolares-new-era-cap-llc-20220805033613.html
14066,reputacion,https://www.notimerica.com/sociedad/noticia-integracion-mujeres-consejos-administracion-espanoles-estanca-informe-20220809114415.html
14472,reputacion,https://gaceta.es/iberosfera/una-admiradora-de-hugo-chavez-nueva-ministra-de-trabajo-del-gobierno-de-petro-en-colombia-20220808-1221/
15918,reputacion,https://www.infosalus.com/salud-investigacion/noticia-asi-alimenta-naturaleza-bienestar-humano-20220811080347.html
16151,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-constructora-copisa-presidida-anna-cornado-elegida-construir-nuevo-mercado-barcelona-20220720161411.html
16480,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-angel-yeast-presenta-ultima-innovacion-nutrientes-fermentacion-bio-china-2022-20220728155822.html
17040,reputacion,https://intereconomia.com/noticia/empresas/entra-en-operacion-la-nueva-autopista-americo-vespucio-oriente-i-en-chile-20220726-1304/
18209,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-nec-ngsi-ld-scorpio-broker-sido-seleccionado-smart-territories-framework-amazon-web-services-20220801080207.html
19067,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-xinhua-silk-roadcomienza-temporada-turismo-tematico-cultural-yungang-20220721140658.html
21370,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-revestimientos-gerflor-nueva-premiada-area-maternidad-hospital-punta-europa-20220721175421.html
21962,reputacion,https://www.notimerica.com/politica/noticia-presidente-colombia-invita-indigenas-industria-azucarera-mesa-dialogo-20220724143503.html
22217,reputacion,https://www.notimerica.com/politica/noticia-balcanes-ue-espana-respalda-bosnia-entrar-ue-pide-menos-tension-elecciones-normalidad-20220730153027.html
22926,reputacion,https://www.notimerica.com/politica/noticia-colombia-presidente-parlamento-colombia-ordena-retirada-vallas-rodeaban-congreso-20220812211453.html
22987,reputacion,https://www.notimerica.com/ciencia-tecnologia/noticia-microsoft-comienza-desplegar-outlook-lite-dispositivos-android-20220802153027.html
23124,reputacion,https://www.notimerica.com/comunicados/noticia-comunicado-dynata-amplia-asociacion-google-20220729135847.html
18568,reputacion,https://www.sweetpress.com/noticias/nueces-de-california-placer-y-salud-para-innovar-con-exito
4648,reputacion,https://www.aviacionline.com/2022/07/united-begins-selling-tickets-for-washington-dc-cape-town-route/
4807,reputacion,https://www.elcolombiano.com/colombia/memo-fantasma-quedo-en-libertad-por-vencimiento-de-terminos-GJ18332477
9932,reputacion,https://ovacion.pe/noticias/seleccion-peruana/penny-sobre-reynoso-metodologia-trabajo-muy-exigente-no-se-le-escapa
11272,reputacion,https://cinemedios.com/resenas/resena-depredador-la-presa/
13226,reputacion,https://us.marca.com/tiramillas/celebrities/2022/07/16/62d2ec1546163faea98b460c.html
827,reputacion,https://www.marca.com/futbol/barcelona/2022/07/24/62dcd6d2e2704ebf138b456c.html
10876,reputacion,https://www.perfil.com/noticias/opinion/severance-el-lado-oscuro-del-cumplimiento-corporativo-por-maria-marta-preziosa.phtml
13142,reputacion,https://www.publimetro.co/noticias/2022/07/29/los-memes-y-reacciones-a-la-confesion-de-marta-lucia-ramirez/
20326,reputacion,https://www.lasexta.com/noticias/deportes/motor/formula1/mark-webber-secreto-peor-guardado-red-bull-sorpresa-era-bastante-obvio_2022080762efa575902b280001df3710.html
13777,reputacion,https://acento.com.do/opinion/lisandro-macarrulla-la-inquisicion-se-pavonea-en-los-claustros-del-ministerio-publico-9083246.html
3834,reputacion,https://www.elespectador.com/cromos/vida-social/hijo-de-paula-andrea-betancur-es-abiertamente-gay-y-revelo-que-ella-no-lo-notaba/
5677,reputacion,https://www.semana.com/gente/articulo/revelan-que-brad-pitt-tiene-una-lista-negra-de-actores/202249/
15413,reputacion,https://es-us.vida-estilo.yahoo.com/equipo-overwatch-despide-jugador-twitter-193000735.html
1112,reputacion,https://www.elcolombiano.com/deportes/futbol/dayro-moreno-dice-que-si-hubiese-sido-ordenado-seria-como-exitoso-como-falcao-garcia-y-james-rodriguez-EP18350664
14987,reputacion,https://www.diariolibre.com/revista/buena-vida/2022/07/30/la-figura-de-papa-es-importante/1977114
16258,reputacion,https://www.semana.com/gente/articulo/la-gorda-fabiola-hablo-sobre-las-salidas-de-alerta-y-el-hombre-caiman-de-sabados-felices/202226/
11257,reputacion,https://www.musicmundial.com/2022/08/11/una-mujer-ira-a-prision-por-difamar-y-acosar-a-taehyung-de-bts/
5376,reputacion,https://www.la-razon.com/nacional/2022/08/07/arce-y-boric-acuerdan-agilizar-el-libre-transito-y-fortalecer-el-comercio-por-el-puerto-de-arica/
5381,reputacion,https://www.la-razon.com/nacional/2022/08/07/arce-se-reune-con-petro-y-definen-fortalecer-relaciones-comerciales-y-defensa-del-medioambiente/
10863,reputacion,https://www.unicable.tv/lifestyle/un-vampiro-heidi-klum-confiesa-su-secreto-para-la-juventud-eterna
8729,reputacion,https://www.diariodemallorca.es/sociedad/2022/08/03/julian-lopez-escobar-juli-siento-72919215.html
19603,reputacion,https://gol.caracoltv.com/colombianos-en-el-exterior/jose-peseiro-james-rodriguez-es-crack-extraordinario-es-triste-no-verlo-en-los-mejores-clubes-rg10
880,reputacion,https://www.rcnradio.com/deportes/futbol-internacional/luis-diaz-klopp-en-vehemente-defensa-del-colombiano
15704,reputacion,https://www.clarin.com/opinion/edgar-cabanas-valores-pueden-importantes-felicidad-_0_yGEWZW5umL.html
16872,reputacion,https://www.bluradio.com/deportes/insolito-pillaron-al-arquero-de-atletico-nacional-cortandose-las-unas-en-pleno-partido-rs15
14991,reputacion,https://www.diariolibre.com/revista/buena-vida/2022/07/29/influencia-figura-paterna-en-hijos/1977250
9455,reputacion,https://www.infobae.com/america/tendencias-america/2022/07/17/que-es-la-personalidad-narcisista-y-como-reconocerla-gracias-a-7-senales-claves/
8292,reputacion,https://www.eltiempo.com/cultura/cine-y-tv/serie-retrata-la-contrareloj-para-frenar-a-un-asesino-en-serie-692701
530,reputacion,https://www.semana.com/gente/articulo/harry-no-la-respeta-nueva-intriga-con-camilla-parker-sacude-a-la-casa-real-britanica/202252/
3263,reputacion,https://www.eltiempo.com/cultura/gente/abelardo-de-la-espriella-a-que-se-el-abogado-despues-de-su-retiro-689888
9601,reputacion,https://www.elcolombiano.com/deportes/atletico-nacional/nacional-alianza-petrolera-liga-betplay-OJ18333296
15338,reputacion,https://mag.elcomercio.pe/virales/video-viral-no-le-gusta-su-trabajo-lo-publica-en-tiktok-y-es-despedida-tiktok-colombia-nnda-nnrt-noticia/
7108,reputacion,https://www.atb.com.bo/internacional/naci%C3%B3-una-tortuga-con-dos-cabezas-y-esperan-que-viva-150-a%C3%B1os
13978,reputacion,https://www.rcnradio.com/entretenimiento/brad-pitt-tendria-una-lista-de-actores-buenos-y-de-m-con-los-que-si-o-no-trabajaria
21546,reputacion,https://www.shock.co/cultura-pop/amber-heard-vs-johnny-depp-el-juicio-ex40
12318,reputacion,https://acento.com.do/opinion/sapiens-y-la-incongruencia-de-harari-9088944.html
10558,reputacion,https://elcomercio.pe/tvmas/series/money-heist-enrique-arce-y-el-final-que-no-se-conto-de-arturo-roman-en-la-casa-de-papel-entrevista-netflix-comic-convention-latin-america-celebs-rmmn-noticia/
16606,reputacion,https://gol.caracoltv.com/futbol-colombiano/liga/por-que-jackson-martinez-entrena-con-aguilas-doradas-por-estos-dias-rg10
10998,reputacion,https://m.vanguardia.com/colombia/el-creador-de-la-serie-matarife-perdio-en-los-estrados-y-tendra-que-retractarse-AY5472112
2361,reputacion,https://www.infobae.com/america/colombia/2022/07/23/carlos-vargas-denuncio-intento-de-estafa-a-nombre-de-su-papa-fallecido-recientemente/
15716,reputacion,https://www.infobae.com/tendencias/2022/08/12/el-sindrome-del-hijo-del-medio-es-un-mito-o-determina-la-personalidad/
16304,reputacion,https://www.eldesmarque.com/coruna/deportivo/noticias/84412-lendoiro-alaba-la-gestion-de-laporta-y-las-palancas-del-barcelona-es-un-encantador-de-serpientes
8514,reputacion,https://huelvabuenasnoticias.com/2022/08/13/jesus-flichi-humildad-y-devocion-con-acento-muy-de-huelva/
16181,reputacion,https://www.merca20.com/anne-heche-no-sobrevivira-familia-accidente/
12491,reputacion,https://www.semana.com/deportes/articulo/james-rodriguez-podria-llegar-a-un-equipo-italiano/202208/
8130,reputacion,https://www.clarin.com/astrologia/horoscopo-sagitario-hoy-17-julio-2022-predicciones-salud-amor-dinero_0_DHSP4f1Apy.html
6801,reputacion,https://www.elcolombiano.com/deportes/atletico-nacional/entrevista-sebastian-gomez-atletico-nacional-pasto-HO18250061
14195,reputacion,https://www.mundodeportivo.com/futbol/girona-fc/20220729/1001843592/david-lopez-me-decia-oportunidad-debia-escoger.html
9801,reputacion,https://www.qhubomedellin.com/noticias/el-creador-de-la-serie-matarife-perdio-en-los-estrados-y-tendra-que-retractarse/
20223,reputacion,https://www.eltiempo.com/cultura/musica-y-libros/heidegger-un-pensador-no-apto-para-cardiacos-en-descubrir-la-filosofia-688519
4142,reputacion,https://www.semana.com/deportes/articulo/oficial-andres-felipe-roman-cambia-a-millonarios-por-atletico-nacional/202242/
15402,reputacion,https://www.unicable.tv/lifestyle/priyanka-chopra-5-momentos-clave-en-su-inspiradora-y-talentosa-biografia
16244,reputacion,https://www.semana.com/gente/articulo/lina-tejeiro-arremete-contra-quienes-critican-el-fisico-de-los-demas-le-sacan-a-bailar-trinos-del-pasado/202203/
19695,reputacion,https://www.niusdiario.es/internacional/europa/20220807/nico-schulz-futbolista-borussia-dortmund-alemania-investigado-violencia-genero_18_07196524.html
11098,reputacion,https://www.unicable.tv/programas/canal-u/j-balvin-desprecio-a-shakira-fans-de-la-cantante-se-le-van-encima
21837,reputacion,https://es-us.vida-estilo.yahoo.com/hijo-niurka-marcos-pronuncia-romance-102049035.html
9879,reputacion,https://m.vanguardia.com/entretenimiento/farandula/lo-recuerda-reaparecio-oscar-naranjo-de-protagonistas-de-novela-CE5512334
8873,reputacion,https://www.asuntoslegales.com.co/actualidad/abelardo-de-la-espriella-dijo-se-retirara-del-derecho-y-se-dedicara-a-otras-actividades-3409888
9947,reputacion,https://www.gamereactor.es/resident-evil-netflix-867363/
20155,reputacion,https://jornadaonline.com/por-ale-julian-sosa/elogio-a-la-ensenanza-202272821510
