,logreg_categoria,news_url_absolute
7809,macroeconomia,https://www.perfil.com/noticias/economia/para-los-economistas-de-la-city-las-medidas-de-economia-no-son-suficientes.phtml
10056,macroeconomia,https://www.forbesargentina.com/money/el-principal-estratega-jp-morgan-mislav-matejka-da-diez-razones-ahora-hay-invertir-acciones-n20118
17669,macroeconomia,https://www.eldestapeweb.com/internacionales/uruguay/uruguay-avanza-en-tratados-unilaterales-y-expone-el-sintoma-del-mercosur--20227300547
14324,macroeconomia,https://www.ambito.com/finanzas/dolar/para-ahorristas-que-hacer-el-record-n5490531
12113,macroeconomia,https://www.baenegocios.com/finanzas/Dolar-hoy-los-11-tipos-de-dolar-que-conviven-en-la-economia-Argentina-20220721-0046.html
11566,macroeconomia,https://www.perfil.com/noticias/opinion/apostar-a-las-pymes-no-a-los-especuladores.phtml
10373,macroeconomia,https://www.semana.com/nacion/articulo/director-de-la-dian-luis-carlos-reyes-confirma-que-gobierno-petro-busca-prohibir-transacciones-en-efectivo-desde-los-10-millones/202257/
22147,macroeconomia,https://quedigital.com.ar/sociedad/trigo-transgenico-hb4-dos-miradas-en-el-eje-de-la-discusion-de-la-transgenesis/
12157,macroeconomia,https://www.bloomberglinea.com/2022/07/20/entrevista-ceo-de-itau-uruguay-respalda-mas-subas-de-tasas-del-bcu/
20950,macroeconomia,https://expansion.mx/opinion/2022/08/01/entrelineas-guia-no-ser-arrastrados-inevitable-recesion
16563,macroeconomia,https://elcomercio.pe/economia/mercados/dolar-blue-2022-en-argentina-conoce-aqui-el-tipo-de-cambio-para-hoy-domingo-24-de-julio-del-2022-dolar-blue-hoy-dolar-turista-dolar-a-peso-argentino-banco-central-tdex-noticia/
17737,macroeconomia,https://www.semana.com/politica/articulo/la-olla-raspada-minhacienda-habla-del-verdadero-hueco-fiscal-que-encontro-de-la-era-duque/202225/
7824,macroeconomia,https://www.larepublica.co/economia/aumentar-la-base-contribuyente-es-uno-de-los-objetivos-de-la-nueva-administracion-3406312
18700,macroeconomia,https://www.lavoz.com.ar/politica/dolar-blue-un-analisis-del-valor-que-actua-como-un-gran-dique-de-contencion/
3003,macroeconomia,https://www.elcolombiano.com/opinion/editoriales/ay-que-dolar-GB18083775
19718,macroeconomia,https://www.lanacion.com.ar/economia/campo/el-campo-no-especula-queremos-un-dolar-unificado-el-enojo-de-los-productores-agropecuarios-con-nid24072022/
10654,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/gobierno-petro-entregara-mas-subsidios-a-hogares-pobres-para-combatir-la-inflacion/202228/
3841,macroeconomia,http://m.elnuevosiglo.com.co/articulos/07-22-2022-reforma-tributaria-15-dias-del-aterrizaje-forzoso
10382,macroeconomia,https://www.semana.com/economia/empresas/articulo/minhacienda-se-destapa-y-anuncia-cambios-para-ecopetrol-que-pasara-con-la-junta-y-el-presidente-bayon/202238/
10845,macroeconomia,https://www.lanacion.com.ar/opinion/la-repregunta-gustavo-grobocopatel-en-brasil-la-produccion-del-agro-crecio-un-60-pero-en-la-nid14082022/
21577,macroeconomia,https://www.perfil.com/noticias/domingo/siempre-la-misma-piedra.phtml
10663,macroeconomia,https://www.paginasiete.bo/opinion/columnistas/la-coyuntura-economica-en-8-twits-XA3200303
15120,macroeconomia,https://www.mre.gov.py/index.php/noticias-de-embajadas-y-consulados/grupo-mercado-comun-aprueba-creacion-de-subgrupo-de-trabajo-sobre-infraestructura-fisica
4788,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/este-es-el-plan-del-entrante-ministro-de-hacienda-con-ecopetrol/202200/
9352,macroeconomia,https://www.semana.com/economia/capsulas/articulo/banco-de-inglaterra-sube-sus-tasas-de-interes-50-puntos-y-preve-recesion/202200/
18963,macroeconomia,https://www.infobae.com/america/mexico/2022/08/03/tony-garza-sobre-el-t-mec-lo-que-esta-en-juego-es-el-futuro-economico-de-mexico/
9557,macroeconomia,https://www.elfinancierocr.com/finanzas/bukele-rechaza-temores-de-default-en-el-salvador-y/E7JXDFXH4NDZHM2V45FLJ5SCLU/story/
7894,macroeconomia,http://www.elnuevodia.com.co/nuevodia/economica/finanzas/492907-dolar-continua-la-baja-tras-posesion-de-gustavo-petro-como-presidente-de
14345,macroeconomia,https://www.larepublica.co/finanzas/precios-del-dolar-y-del-petroleo-hoy-10-de-agosto-de-2022-3421848
13813,macroeconomia,https://www.portafolio.co/opinion/miguel-gomez-martinez/rumba-de-liquidez-guayabo-inflacionario-miguel-gomez-martinez-569029
3214,macroeconomia,https://www.bloomberglinea.com/2022/07/27/en-que-cedears-invertir-durante-la-segunda-mitad-de-2022-la-seleccion-de-los-expertos/
16596,macroeconomia,https://elcomercio.pe/economia/mercados/precio-dolar-peru-cual-es-el-tipo-de-cambio-hoy-dolares-a-soles-dolar-de-hoy-sunat-tdex-rmmn-noticia-2/
1703,macroeconomia,https://mx.investing.com/news/stock-market-news/compras-en-el-mercado-antes-de-la-fed-nasdaq-salta-por-microsoft-y-google-2388509
72,macroeconomia,https://www.elcolombiano.com/negocios/encuesta-del-banco-de-la-republica-pronostica-dolar-e-inflacion-para-2022-HD18395471
11769,macroeconomia,https://www.forbesargentina.com/macroeconomia/fuertes-criticas-advertencias-presidente-sociedad-rural-gobierno-n19684
17089,macroeconomia,https://www.forbesargentina.com/macroeconomia/fuertes-criticas-advertencias-presidente-sociedad-rural-gobierno-n19684
9915,macroeconomia,https://www.rosario3.com/-economia-negocios-agro-/Run-Run-un-negocio-financiero-que-cruje-polemica-ausencia-en-la-Rural-y-las-inversiones-que-desafian-la-tormenta-20220724-0043.html
20666,macroeconomia,https://www.forbesargentina.com/money/un-tsunami-us-89-mil-millones-impulsara-precio-crypto-pero-sabe-direccion-n19381
3756,macroeconomia,http://m.elnuevosiglo.com.co/articulos/08-11-2022-el-dolar-siguio-bajando-y-cotizacion-del-crudo-aumento
10871,macroeconomia,https://www.clarin.com/sociedad/insumo-clave-vino-aca-duplico-inflacion-problema-mundial_0_MIi1h4K8eR.html
12165,macroeconomia,https://www.infobae.com/economia/2022/07/22/jornada-financiera-los-nuevos-controles-frenaron-la-suba-del-dolar-pero-no-disiparon-las-dudas-por-el-futuro-economico/
156,macroeconomia,https://www.infobae.com/america/colombia/2022/08/01/precio-del-dolar-en-colombia-inicio-la-semana-a-la-baja/
13031,macroeconomia,https://puntobiz.com.ar/economia/el-banco-central-tiene-la-formula-para-que-exportadores-traigan-dolares-202285700
13510,macroeconomia,https://www.la-razon.com/economia/2022/07/17/en-una-decada-el-numero-de-cajeros-automaticos-aumento-de-2-188-a-3-625/
7269,macroeconomia,https://www.americaeconomia.com/negocios-empresas/ecuador-espera-cerrar-disputa-con-perenco-este-ano
6269,macroeconomia,https://www.lanacion.com.ar/agencias/latam-day-ahead-noticias-e-indicadores-de-america-latina-27-de-julio-nid27072022/
13303,macroeconomia,https://es-us.vida-estilo.yahoo.com/oro-sube-debilidad-d%C3%B3lar-aumenta-114718659.html
10040,macroeconomia,https://www.forbesargentina.com/money/el-ceo-bank-of-america-explico-mayor-desafio-fed-n19651
9263,macroeconomia,https://www.forbesargentina.com/money/herencia-propia-cuantas-reservas-tiene-massa-despues-sangria-julio-n19669
17354,macroeconomia,https://www.forbesargentina.com/money/herencia-propia-cuantas-reservas-tiene-massa-despues-sangria-julio-n19669
111,macroeconomia,https://www.infobae.com/economia/2022/08/05/en-busca-de-usd-5000-millones-para-las-reservas-el-banco-central-definio-como-incentivara-a-los-exportadores/
9506,macroeconomia,https://www.semana.com/mundo/articulo/sp-y-fitch-rebajan-la-nota-de-la-deuda-de-ucrania-que-queda-en-default-selectivo/202205/
4321,macroeconomia,https://www.eltiempo.com/economia/sectores/dolar-asi-afecta-al-bolsillo-de-los-colombianos-el-alto-precio-de-divisa-687869
3502,macroeconomia,https://rufinoweb.com.ar/segmentacion-de-tarifas-de-luz-y-gas-la-provincia-recomendo-inscribirse-en-el-registro-de-acceso-a-los-subsidios-de-energia/
9499,macroeconomia,https://www.prensa-latina.cu/2022/07/23/cuba-atenta-a-medidas-economicas-y-sanitarias-del-gobierno
9505,macroeconomia,https://www.prensa-latina.cu/2022/07/21/marcha-de-economia-marcara-agenda-del-parlamento-en-cuba
9299,macroeconomia,https://www.larepublica.co/finanzas/dolar-en-casas-de-cambio-se-vende-a-4-339-en-promedio-56-mas-barato-que-la-trm-3405859
17355,macroeconomia,https://www.iprofesional.com/finanzas/366283-di-stefano-no-es-negocio-acopiar-mercaderia-con-un-dolar-volatil
5192,macroeconomia,https://www.bloomberglinea.com/2022/07/28/tasas-mas-altas-para-combatir-una-inflacion-que-impacta-en-todo/
22763,macroeconomia,https://elpais.com/mexico/economia/2022-07-22/la-inflacion-en-mexico-rompe-la-barrera-del-8-en-la-primera-quincena-de-julio.html
15809,macroeconomia,https://www.forbesargentina.com/negocios/fabio-rossi-ceo-zurich-argentina-la-industria-seguros-tiene-cambiar-n19080
15774,macroeconomia,https://www.bbva.com/es/salud-financiera/que-es-el-interes-y-que-tipos-de-interes-existen/
8976,macroeconomia,https://elcomercio.pe/mundo/latinoamerica/crisis-economica-en-argentina-por-que-en-argentina-muchos-consideran-una-mejor-inversion-consumir-su-dinero-que-guardarlo-alberto-fernandez-economia-inflacion-dolar-cepo-peso-noticia/
22756,macroeconomia,https://eldinero.com.do/204009/banco-central-economia-dominicana-crecio-un-5-8-en-junio-de-2022/
16595,macroeconomia,https://elcomercio.pe/mundo/centroamerica/cuba-gobierno-cubano-comprara-dolares-a-tarifa-del-mercado-negro-para-captar-divisas-banco-central-de-cuba-bcc-rmmn-noticia/
7990,macroeconomia,https://expansion.mx/economia/2022/07/27/pib-ruso-contrajo-4-9-junio
9131,macroeconomia,https://www.bbc.com/mundo/noticias-america-latina-62273809
9132,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/menos-credito-y-mas-ahorro-como-enfrentan-hoy-los-colombianos-el-alza-de-las-tasas-de-interes/202200/
20957,macroeconomia,https://www.iprofesional.com/finanzas/366254-dolar-blue-hoy-la-cotizacion-del-20-de-julio-de-2022
21501,macroeconomia,https://www.eltribuno.com/salta/nota/2022-8-3-0-0-0-esperamos-que-mejoren-las-cosas-y-que-pare-la-inflacion
15138,macroeconomia,https://www.lagaceta.com.ar/nota/954926/economia/como-comprar-dolar-legal-sin-cepo-mas-barato-blue.html
10435,macroeconomia,https://www.lanacion.com.ar/propiedades/casas-y-departamentos/comprar-casa-el-insolito-sueldo-que-hay-que-ganar-en-la-argentina-para-acceder-a-un-credito-nid05082022/
16062,macroeconomia,https://www.forbesargentina.com/macroeconomia/como-actualizaran-subsidios-energia-suba-o-caida-ingresos-hogares-n18932
11794,macroeconomia,https://www.semana.com/economia/empresas/articulo/seguira-felipe-bayon-al-frente-de-ecopetrol-tras-la-llegada-de-petro-a-la-presidencia/202240/
6206,macroeconomia,https://www.larepublica.co/finanzas/invertir-en-un-cdt-le-puede-dejar-una-rentabilidad-de-mas-de-11-segun-los-plazos-3408291
8025,macroeconomia,https://www.rosario3.com/-economia-negocios-agro-/Run-Run-una-muy-picante-reunion-en-el-subsuelo-de-la-Bolsa-que-alumbro-el-inicio-de-un-nuevo-mercado-20220717-0008.html
15166,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/paso-la-tormenta-dolar-en-colombia-volvio-a-cerrar-este-jueves-sobre-los-4300/202219/
14259,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/la-critica-del-saliente-director-de-la-dian-a-la-reforma-tributaria-de-petro/202227/
11456,macroeconomia,https://www.forbesargentina.com/negocios/cual-plan-esta-compania-conquistar-segmento-medicamentos-venta-libre-n18927
16360,macroeconomia,https://www.eldiario.es/andalucia/economia/ducha-agua-fria-inflacion_129_9179907.html
13450,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/primer-presupuesto-que-ejecutara-petro-mucha-plata-y-no-se-sabe-si-les-alcanzara/202200/
133,macroeconomia,https://elcomercio.pe/economia/mercados/precio-del-dolar-hoy-en-mexico-sepa-cuanto-esta-el-tipo-de-cambio-para-hoy-lunes-18-de-julio-dof-sie-citibanamex-tdex-rmmn-noticia/
17077,macroeconomia,https://www.semana.com/nacion/articulo/ministro-hacienda-ratifica-que-la-tributaria-no-contempla-impuestos-para-las-iglesias/202247/
9361,macroeconomia,https://www.semana.com/economia/capsulas/articulo/economia-de-rusia-se-contrajo-4-y-refleja-el-impacto-de-la-invasion-a-ucrania/202237/
17539,macroeconomia,https://www.lanacion.com.ar/economia/la-argentina-hoy-no-cierra-el-audio-con-el-video-nid18072022/
3014,macroeconomia,https://www.lafm.com.co/economia/quiere-invertir-formas-seguras-de-hacerlo-en-estados-unidos
16618,macroeconomia,https://www.lacapitalmdp.com/la-compra-de-departamentos-crece-como-refugio-del-dolar-en-la-ciudad/
18807,macroeconomia,https://www.worldenergytrade.com/metales/otros-metales/analistas-recortan-previsiones-platino-paladio-desaceleracion-mundial
21269,macroeconomia,https://theobjective.com/economia/2022-07-26/ministros-autonomos-gasto/
11622,macroeconomia,https://www.forbesargentina.com/money/por-primera-vez-20-anos-dolar-igual-euro-significa-eso-oro-n19038
14515,macroeconomia,https://www.elespectador.com/opinion/columnistas/eduardo-barajas-sandoval/una-isla-a-la-deriva/
8971,macroeconomia,https://www.nacion.com/economia/finanzas/banco-central-capto-35-millones-en-subasta-y/5NYMBOTG2ZC2NIMJVJHSAP67RU/story/
5136,macroeconomia,https://www.infobae.com/salud/2022/08/12/se-agoto-una-marca-de-ansioliticos-en-las-farmacias-cuales-son-los-motivos/
5289,macroeconomia,https://www.paginasiete.bo/nacional/la-oposicion-pide-la-cabeza-de-chavez-y-el-gobierno-dice-que-acelera-la-gestora-AF3214983
2622,macroeconomia,https://es.investing.com/news/economic-indicators/la-inflacion-interanual-de-colombia-se-situa-en-el-1021--en-julio-2281611
875,macroeconomia,https://www.semana.com/confidenciales/articulo/gustavo-bolivar-es-la-primera-reforma-tributaria-que-no-se-escribe-en-los-grandes-clubes-de-colombia/202221/
19102,macroeconomia,https://misionesonline.net/2022/08/12/faltante-de-rivotril-en-las-farmacias/
20228,macroeconomia,https://www.eltiempo.com/mundo/asia/sri-lanka-presidente-sera-elegido-este-miercoles-688466
3720,macroeconomia,https://puntacana-bavaro.com/business/economia/suba-del-dolar-como-afecta-a-la-aviacion-privada-y-al-turismo/
13233,macroeconomia,https://www.elespectador.com/opinion/columnistas/salomon-kalmanovitz/la-suerte-de-ecopetrol/
12315,macroeconomia,https://acento.com.do/economia/wall-street-cierra-en-rojo-y-el-dow-jones-baja-13-9087064.html
20057,macroeconomia,https://www.radioformula.com.mx/economia/2022/8/9/que-tanto-pegaron-las-vacaciones-de-verano-2022-los-niveles-de-inflacion-727124.html
9911,macroeconomia,https://www.expansion.com/mercados/cronica-bolsa/2022/07/19/62d64ab5468aeb46578b45c1.html
6409,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/lo-ultimo-inflacion-de-colombia-en-julio-de-2022-llego-a-doble-digito-y-los-alimentos-siguen-siendo-lo-mas-caro/202246/
11723,macroeconomia,https://www.lanacion.com.ar/politica/la-justicia-ordeno-liberar-la-carga-del-avion-venezolano-irani-retenido-en-ezeiza-nid25072022/
13908,macroeconomia,https://www.semana.com/economia/articulo/importante-banco-devolvera-el-4x1000-en-colombia-quiere-revolucionar-el-mercado/202222/
18863,macroeconomia,https://acento.com.do/economia/wall-street-cierra-en-verde-y-el-dow-jones-sube-6-9084277.html
67,macroeconomia,https://www.valoraanalitik.com/2022/08/01/banco-republica-colombia-aumentar-perdidas-junio-2022/
6099,macroeconomia,https://www.swissinfo.ch/spa/bolsa-buenos-aires-cierre_la-bolsa-de-buenos-aires-cierra-con-una-leve-subida-del-0-03--/47804908
3473,macroeconomia,https://www.swissinfo.ch/spa/wall-street-apertura_wall-street-abre-en-rojo-y-el-dow-jones-baja-un-0-22--/47781672
22041,macroeconomia,https://www.americaeconomia.com/comercio-minorista-e-industria-colombianos-crecieron-a-doble-digito-en-junio
6096,macroeconomia,https://www.swissinfo.ch/spa/bolsa-buenos-aires-cierre_la-bolsa-de-buenos-aires-cierra-con-una-subida-del-0-44--/47782564
19451,macroeconomia,https://es.investing.com/news/stock-market-news/wall-street-abre-en-verde-y-el-dow-jones-sube-un-044--2277804
19448,macroeconomia,https://es.investing.com/news/stock-market-news/wall-street-abre-en-terreno-mixto-y-el-dow-jones-baja-un-051--2275665
2380,macroeconomia,https://www.bluradio.com/economia/precio-dolar-hoy-trm-hoy-colombia-cotizacion-de-la-divisa-este-5-de-agosto-so35
2382,macroeconomia,https://www.bluradio.com/economia/precio-dolar-hoy-trm-hoy-colombia-cotizacion-de-la-divisa-este-3-de-agosto-so35
15467,macroeconomia,https://acento.com.do/economia/wall-street-cierra-a-la-baja-este-viernes-y-el-dow-jones-pierde-9085471.html
13635,innovacion,https://elcomercio.pe/lima/sucesos/vacunacion-covid-19-minsa-reduce-a-cuatro-meses-la-espera-para-recibir-la-cuarta-dosis-a-mayores-de-60-anos-cuarta-ola-coronavirus-omicron-coronavirus-peru-rmmn-noticia/
14058,macroeconomia,https://www.forbesargentina.com/macroeconomia/un-nuevo-duro-analisis-financial-times-sobre-argentina-n19399
8974,macroeconomia,https://www.baenegocios.com/politica/Juan-Manzur-destaco-la-caida-del-dolar-blue-tras-la-reunion-de-Silvina-Batakis-con-el-FMI-20220726-0026.html
17498,macroeconomia,https://www.perfil.com/noticias/economia/si-bien-la-inflacion-en-argentina-va-a-seguir-subiendo-se-desestima-que-llegue-a-una-hiperinflacion.phtml
11559,macroeconomia,https://www.perfil.com/noticias/cordoba/que-es-y-como-piensa-el-think-tank-sub-50-del-que-se-nutre-massa.phtml
10607,macroeconomia,https://www.las2orillas.co/como-hara-petro-para-cumplir-sus-promesas-si-duque-dejo-la-olla-raspada/
20452,macroeconomia,https://cnnespanol.cnn.com/2022/07/28/salida-crisis-argentina-economistas-orix/
20974,macroeconomia,https://eleconomista.com.ar/politica/manzur-hablo-sobre-rumores-su-salida-califico-extremadamente-productiva-reunion-batakis-georgieva-n55021
17795,macroeconomia,https://cnnespanol.cnn.com/2022/07/25/explainer-crisis-economia-argentina-orix/
17649,macroeconomia,https://www.letrap.com.ar/nota/2022-8-5-10-32-0-un-ortodoxo-con-pasado-en-lavagna-el-vice-macroeconomista-de-massa
17577,macroeconomia,https://www.eldiarioar.com/politica/manzur-reunion-batakis-georgieva-extremadamente-productiva_1_9201310.html
14886,macroeconomia,https://www.noticiasrcn.com/economia/recesion-es-buen-momento-para-ir-trabajar-a-ee-uu-425354
16579,macroeconomia,https://www.perfil.com/noticias/politica/milei-aseguro-que-tras-la-designacion-de-sergio-massa-la-pina-es-inexorable.phtml
17273,macroeconomia,http://spanish.xinhuanet.com/20220723/6e6e798bb6c0403db3c10b061a5ff418/c.html
7808,macroeconomia,https://www.perfil.com/noticias/economia/que-implica-para-la-argentina-la-suba-de-las-tasas-de-interes-en-estados-unidos.phtml
9273,macroeconomia,https://www.eldiariodelarepublica.com/nota/2022-7-25-20-7-0-batakis-se-reunio-con-la-titular-del-fmi-que-hablo-de-reunion-productiva
18467,macroeconomia,https://www.cadena3.com/noticia/politica-y-economia/bolsa-de-comercio-de-cordoba-hablo-de-implosion-economica_331432
18506,macroeconomia,https://www.cronista.com/economia-politica/jose-ignacio-de-mendiguren-a-la-argentina-la-destruye-el-microcentro-y-la-recupera-el-interior/
9003,macroeconomia,https://elcomercio.pe/economia/por-que-es-que-el-mef-no-debe-interferir-en-autonomia-del-bcr-tasa-de-interes-inflacion-noticia/
15170,macroeconomia,https://www.portafolio.co/economia/colombia-crecera-6-3-en-2022-segun-el-fmi-568742
8965,macroeconomia,https://www.perfil.com/noticias/economia/el-fmi-y-el-banco-mundial-dan-senales-de-respaldo-a-la-argentina.phtml
17583,macroeconomia,https://www.eldiarioar.com/economia/designacion-viceministro-economia-continua-analisis_1_9227594.html
11319,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/fed-prepara-nueva-alza-de-tasas-para-contener-inflacion-y-evitar-recesion-en-ee-uu/202212/
11326,macroeconomia,https://www.perfil.com/noticias/modo-fontevecchia/daniel-artana-el-kirchnerismo-duro-va-a-tener-que-militar-el-ajuste-modof.phtml
12916,macroeconomia,https://www.lavoz.com.ar/politica/insolita-comparacion-de-de-mendiguren-la-macroeconomia-de-argentina-es-casi-mejor-que-la-de-eeuu/
9537,macroeconomia,https://www.letrap.com.ar/nota/2022-7-16-17-47-0-entre-guzman-y-su-sucesora-pesce-no-duda-es-mejor-la-relacion-con-batakis
18625,macroeconomia,https://www.perfil.com/noticias/economia/segun-came-se-necesitan-medidas-urgentes-para-estabilizar-la-situacion-macroeconomica.phtml
10321,macroeconomia,https://www.bloomberglinea.com/2022/07/26/exclusiva-que-le-dijo-silvina-batakis-a-los-banqueros-de-eeuu-en-washington/
18813,macroeconomia,https://www.nacion.com/economia/finanzas/reserva-federal-aprueba-alza-de-075-puntos-en-sus/ZDY2RDKUK5BO5GAI5ZJDXJEMIY/story/
14902,macroeconomia,https://www.pagina12.com.ar/437621-agustin-d-attellis-si-tomas-los-valores-diarios-de-lo-que-va
11713,macroeconomia,https://eleditorplatense.com.ar/efecto-massa-asi-reacciono-wall-street-tras-los-primeros-anuncios-del-superministro/
19661,macroeconomia,https://www.forbesargentina.com/today/la-insolita-definicion-de-mendiguren-la-macroeconomia-argentina-casi-mejor-estados-unidos-n19935
9764,macroeconomia,https://www.elcolombiano.com/negocios/recesion-tecnica-en-ee-uu-alerta-a-los-mercados-PL18209152
13518,macroeconomia,https://www.la-razon.com/economia/2022/08/07/montenegro-sobre-el-paro-en-santa-cruz-es-una-total-estupidez/
12075,macroeconomia,https://www.lapoliticaonline.com/economia/el-economista-gabriel-rubinstein-sera-el-viceministro-de-massa/
7099,macroeconomia,https://www.portafolio.co/opinion/jorge-restrepo/recesion-a-la-colombiana-jorge-restrepo-569075
14342,macroeconomia,https://www.swissinfo.ch/spa/fmi-aplaude--esfuerzos--de-argentina-para-la--sostenibilidad-fiscal-/47780074
20628,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/fondo-monetario-internacional-revela-los-siete-riesgos-para-la-economia-mundial/202208/
16543,macroeconomia,https://www.iprofesional.com/economia/366633-estamos-en-la-antesala-de-la-hiperinflacion-advirtio-milei
9136,macroeconomia,https://www.bloomberglinea.com/2022/08/01/como-super-ministro-de-economia-sergio-massa-enfrentara-una-crisis-que-se-venia-agravando/
10305,macroeconomia,https://www.bloomberglinea.com/2022/08/07/desbalance-de-cuentas-colombianas-limitara-margen-de-maniobra-de-petro-jp-morgan/
10675,macroeconomia,https://www.perfil.com/noticias/economia/para-de-mendiguren-el-desafio-es-mantener-los-niveles-de-actividad-y-crecimiento.phtml
20539,macroeconomia,https://www.elsol.com.ar/el-pais/a-la-argentina-siempre-la-destruye-el-microcentro-y-la-recupera-el-interior
10669,macroeconomia,https://www.iprofesional.com/finanzas/367251-plan-massa-mejora-la-economia-o-es-solo-un-parche-hasta-2023
9221,macroeconomia,https://www.cronista.com/economia-politica/silvina-batakis-gestiona-el-perdon-del-fmi-y-los-us-800-millones-del-bid/
21049,macroeconomia,https://www.dw.com/es/sergio-massa-nombrado-nuevo-s%C3%BAper-ministro-de-econom%C3%ADa-de-argentina/a-62634020
9222,macroeconomia,https://www.ellitoral.com/politica/batakis-georgieva-fmi-washington-reunion-estados-unidos_0_lrjBhGxKez.html
19959,macroeconomia,https://www.bloomberglinea.com/2022/08/12/inflacion-y-dolar-puede-la-suba-de-tasas-del-bcra-calmar-expectativas/
21536,macroeconomia,https://www.portafolio.co/opinion/rafael-herz/la-amenaza-de-las-tres-crisis-568495
9257,macroeconomia,https://www.semana.com/economia/macroeconomia/articulo/habra-una-recesion-mundial-afecta-a-colombia-esto-cree-el-minhacienda-de-gustavo-petro/202230/
